Date,Open,High,Low,Close,Volume
2004-08-19,2.4805075283482223,2.581215643676131,2.380294273451942,2.488940715789795,893181924
2004-08-20,2.5055605330860438,2.705737498830779,2.4929096876436994,2.6866369247436523,456686856
2004-08-23,2.7471624746324466,2.8148799025139617,2.7049934602461985,2.7136752605438232,365122512
2004-08-24,2.759316282910154,2.768246221493962,2.5690613501000383,2.6013073921203613,304946748
2004-08-25,2.6035405297703837,2.678947898893154,2.5767511878488074,2.629337787628174,183772044
2004-08-26,2.6032919256024436,2.677707217635574,2.5960987246582845,2.6767148971557617,141897960
2004-08-27,2.6814279586139182,2.6943267061174647,2.6216481566498278,2.6330578327178955,124235640
2004-08-30,2.6114783927246803,2.6166871890330734,2.5303657054901123,2.5303657054901123,103935960
2004-08-31,2.537559171429841,2.572534040943891,2.5340868765180193,2.5392956733703613,98357544
2004-09-01,2.5474807632239083,2.554178394299349,2.4723212948092472,2.486708641052246,182765052
2004-09-02,2.460415194239856,2.539295579274233,2.4542140770337095,2.51796293258667,302373324
2004-09-03,2.504071908261782,2.5236680515790026,2.463639398280675,2.480755567550659,103048848
2004-09-07,2.505560836448109,2.5301181127027172,2.4708338692080267,2.5196995735168457,116950932
2004-09-08,2.4988630219379235,2.55566634162594,2.492909807731657,2.5375590324401855,99712188
2004-09-09,2.543264155270112,2.5477285338670628,2.505312801542786,2.537806510925293,81234684
2004-09-10,2.5201959746547438,2.6432290716723448,2.5127539249630697,2.6127185821533203,173977848
2004-09-13,2.644964368659599,2.689118020805163,2.6407478929184083,2.6665451526641846,156882960
2004-09-14,2.665305389302684,2.778168557862778,2.6489334001249416,2.7655177116394043,216579204
2004-09-15,2.742449155660075,2.8334838679678773,2.7335192164472892,2.7781684398651123,214261524
2004-09-16,2.7866017224515853,2.8724276412513663,2.769486497386777,2.8270342350006104,185326488
2004-09-17,2.838195860981963,2.9143476486206055,2.816616259893211,2.9143476486206055,189450360
2004-09-20,2.9009536092563835,3.01629674643716,2.8964882851927563,2.960733652114868,212575212
2004-09-21,2.9718958399683153,2.9870276058782315,2.914844615981985,2.923030138015747,144575280
2004-09-22,2.912115828199692,2.9684235804908536,2.8974805768770553,2.9364242553710938,151624224
2004-09-23,2.9478351218549763,3.0418465657253893,2.9026893806366014,2.9969496726989746,170713116
2004-09-24,2.9999256031484705,3.078309696820378,2.970655342205997,2.9723918437957764,182469348
2004-09-27,2.965694589271973,2.998437148579839,2.9220376859794475,2.9334475994110107,141322536
2004-09-28,3.008855444747205,3.160165746966388,2.981817255646216,3.1467714309692383,338581080
2004-09-29,3.142802895616177,3.349180969050317,3.131144371169801,3.251448631286621,610329060
2004-09-30,3.2221789870649933,3.28171112195787,3.199854022914859,3.2147369384765625,275160564
2004-10-01,3.244503058828954,3.3298324535668207,3.197373864835561,3.28865647315979,302497200
2004-10-04,3.3548867006243226,3.395070366120585,3.3246241138415082,3.3501734733581543,260455284
2004-10-05,3.3402511266546395,3.4362469654993837,3.2802224736539642,3.4322781562805176,299464236
2004-10-06,3.4119375676968713,3.4342625329366054,3.3734894628386325,3.4002788066864014,267628104
2004-10-07,3.39631045370556,3.4697343788117108,3.387132847092288,3.4441850185394287,282301416
2004-10-08,3.4409596239122946,3.4647724818337533,3.398791553069954,3.416403293609619,221390388
2004-10-11,3.398294398705991,3.444432455342151,3.3201593836752306,3.3551342487335205,209442348
2004-10-12,3.334792805535113,3.4134257379790127,3.3089955508474227,3.4082157611846924,233310456
2004-10-13,3.5550633478179745,3.5607677134936595,3.4746950791024376,3.495034694671631,395324280
2004-10-14,3.4977639482195237,3.5317464974042636,3.4369908699849505,3.5223212242126465,208842948
2004-10-15,3.5949994299549877,3.6091379291486243,3.521079706397451,3.5746586322784424,263895840
